text,label
american eagle is amazing !,1
they have a large parking lot as well ( huge plus in oakland ) .,1
salad was solid too .,1
not going back .,0
worst _num_ bucks i ever spent .,0
would i still be sitting here ? '',0
this location is a very good example for what a starbucks should be .,1
i guess its redeeming qualities were that it 's cheap and convenient .,0
"in a word , gorgeous .",1
thank god for paper skyscraper .,1
unless you are dying and have no other choice please avoid .,0
"the studio is clean and comfortable and tamara was friendly , but professional .",1
"overall , a great place !",1
whenever i get packs of whole food market waters i get _num_ % off .,0
"stopped in for lunch today , it was fantastic !",1
they continually show good service .,1
probably would not come back .,0
enjoyed my breakfast today !,1
"while my delivery showed up on time , my order was wrong .",0
very good visit thanks to emily !,1
why did each adult couple have _num_ kids with them ?,0
love this store !,1
so this is why people come and go here.,0
i love first watch !,1
owners are great people .,1
"okay , that 's annoying but hardly the beginning of it .",0
not impressed at all .,0
the said they would get back to me within _num_ hours .,0
one of the best burgers i 've had .,1
no taste and the pieces were way too big and full of stringy gristle .,0
rude .,0
lame .,0
i would definitely recommend this place to anyone looking for a fun birthday .,1
"everything was satisfying , including the nice attentive service .",1
"fast and reliable service , friendly staff , and great prices !",1
the cashier was half asleep and way hung over .,0
great selection of eastern european foods .,1
awesome .,1
the breakfast special is worth the price as the portions are fairly large .,1
"wet , gooey batter .",0
"as soon as i saw it , my appetite disappeared .",0
"the hostess for our party was great , friendly and helpful .",1
i was staying there to meet with friends and i was pleasantly surprised .,1
we are happy with our decision on public storage .,1
crunchy and great tasting !,1
i will only see her for my nail services from now on !,1
the keg blew so the young man went for another .,0
however i am no longer a satisfied customer with them .,0
"it was n't that packed , the service was great and parking was ample .",1
very limited on the vegetarian choices too .,0
"overall , it is the best in charlotte .",1
can i interest you in direct tv ? '',0
great dancers but older venue that needs an update .,1
everyone is very friendly and helpful !,1
"quick , painless and professional .",1
music is the same as it used to be which is awesome .,0
staff is friendly and made sign up quick and painless .,1
however for the price it 's amazing !,1
best food in charlotte .,1
Negative,1
the presentation was beautiful as well .,1
great service and food is delicious !,1
i do n't need my sink disconnected .,0
mac & cheese was moist and cheesy and acceptable .,0
the time before this incident they literally were out of hot sauce .,0
i did n't even get an apology for the wait .,0
i probably waited under _num_ minutes .,0
best toasted subs in mesa !,1
pathetic that they would lose a long time loyal customer over $ _num_ .,0
so much for being a loyal customer .,0
best stop for mexican food coming from the airport .,1
the employees are always friendly and willing to help you.,1
they just catered the wedding we attended this weekend !,1
came here after a recommendation from my sister who lives nearby .,1
"_num_ minutes later , we finally got his attention to request the bill .",0
i love this nail salon !,1
i ca n't believe i 'm writing this .,0
fits perfect .,1
wonderful hotel with exceptional service .,1
i really like this place .,1
she always makes you feel right at home whenever you are there .,1
"the staff here is always freindly , kind and caring .",1
"brandon and robert were amazing bartenders , super friendly and attentive .",1
she is a master at her craft .,1
really you serve mexican food with cheese that is n't melted ?,0
"exceptional service , and friendly staff .",1
customer server is now their strong point and the food is delicious .,1
i took my work colleague there and she had a great time .,1
barely any pork or egg .,0
she 's awesome .,1
loved our experience with this facility .,1
"she did not return my call , so i called again .",0
thanks for trying though .,0
kudos to joe and his staff !,1
"do n't let those few bad reviews fool you , this place is amazing !",1
every one in my family agree it is one of the best stake place .,1
very professional and very friendly .,1
she is a fantastic doc and a genuinely caring and compassionate person .,1
"take a bite , and all you taste is bread .",0
the guy who answer the call was n't helpful or nice .,0
the food is great and budget friendly and the service is always great !,1
the practice facilities are very nice as is the club house .,1
almost to the point of insulting .,0
talking to each other and not greeting anyone gets you no sales .,0
"also , they 're constantly messing up my order .",0
cornbread was pretty good too .,1
our server was funny and friendly !,1
it will make the hairs in your nose stand up .,1
the front desk staff was very friendly .,1
"anyway , i brought my car in to have them work on it .",0
"mmmm , supposedly homemade pastries !",0
the prices were pretty good and delivery was quick .,1
everyone 's food came out yet not my plate .,0
hated it.,0
the wait can be long but definitely worth it .,1
my shopping experience at mattress firm was excellent .,1
this place has great priced breakfast .,1
great place .,1
had a good time last night !,1
nice .,1
i spoke too soon .,0
this place is terrible for many reasons .,0
great surprise .,1
now they all go to her as well .,1
the menu has does not change .,0
_num_ .,0
every year the food is good and we have an amazing time .,1
if i ever get my taxes back i will not be going back !,0
wish i could give less than _num_ star .,0
"really , i 'm not kidding .",0
"was just there for lunch today , was great to be back !",1
soooo disappointing !,0
"hell no , who has time for this shit ?",0
it 's in a very busy place .,0
it was worse than my do it yourself attempt with home depot parts .,0
everything we have had here is superb !,1
i ate there over the christmas holidays .,0
one of my favorite parts of the hospital were the rooms .,1
we found this on yelp and we are glad we came here .,1
outstanding customer service .,1
it is savory and spot on !,1
poor customer service .,0
very good place to eat !,1
the enchilada was covered in a kinda bland mole .,0
great selection of merchandise .,1
nothing extra was done that i ca n't do myself at home really !,0
probably wont be back .,0
excellent pizza and great environment .,1
do n't waste your time with this place .,0
food tasted ok .,0
worth it !,1
this location was great and very busy !,1
"quick , nice portion size , good quality .",1
the food & service here is consistantly awesome !,1
the staff was so friendly and the place is very clean .,1
there honest and plain out good mechanics !,1
this place is great !,1
but we stayed _num_ days and it was okay .,0
it 's a no-nonsense place but with authentic japanese food .,1
he was being helpful and honest .,1
not big into gambling here .,0
trick or treat .,1
the gentleman who delivered it was very friendly and well worth the tip !,1
you will thank me later .,1
"made a reservation in may through expedia , which i needed to cancel .",0
great place for lunch .,1
looks like i found my new regular place .,1
they are incompetent and rude .,0
and she called me and left a message _num_ minutes before i walked in .,0
simply the best .,1
and their milkshakes are the best .,1
i was amazed how much the food sucked at this place.,0
we send gifts from here often and they are always appreciated by my family .,1
my wife and i had dinner and were extremely happy with our service .,1
toro construction did a great job .,1
also great for breakfast and brunch .,1
salad just a salad and the bread was cold .,0
great food and margaritas .,1
this could have only been done by this jiffy lube .,0
had a fish & chips that was spot on and the price very reasonable .,1
they were full except one table that the guests behind me quickly claimed .,0
my wife and i have been ordering food from this establishment for years .,0
i would not go to them ever again .,0
chocolate filled was best ever too .,1
"ordered a latte , but it tasted like water .",0
very good atmosphere .,1
"fair , detailed , and honest .",1
avoid this place !,0
p.s .,0
very nice and gives great service .,1
do n't take your cat here .,0
do they even have tables for _num_ ?,0
"i had the soda lemonade , which was very refreshing , tangy and sweet .",1
"then , you sit in another room by yourself for another hour .",0
i wo n't be going back .,0
lets say this place has so much potential but only managed to disappoint .,0
it is tiki room cute .,1
one of my favorite pizza places in the charlotte area !,1
i 've had my bmw for _num_ years .,0
the spa is in a great location .,1
why say the eggs are $ _num_ and then charge your customer $ _num_ ?,0
"he 's very friendly , along with everyone in his office .",1
went here after many recommendations and it was great .,1
are you kidding me ?,0
the installation is sleek and neat .,1
loved the steak and chip !,1
"this is definitely a special occasion brunch , but it is surprisingly affordable .",1
it is authentic !,1
"if i could give this a zero , i would .",0
they never stood a chance .,0
dr. anderson is very knowledgable and knows what he is doing .,1
this place makes me sick !,0
was normal item just did n't know if they carried it .,0
"however , the food in my opinion just is n't good .",0
even the chai was delicious .,1
they have great combination and i was so excited .,1
we 've been here for nearly _num_ hours .,0
"bad , bad , bad .",0
we love the food .,1
i regret not going to in-n-out burger .,0
"the food is delicious , comfort food at its best .",1
such a great low key place to go and have a great dinner .,1
"it is prepared well , tasty and presented well .",1
avoid at all costs .,0
they have great sandwiches and salads .,1
"this time , they accidentally added mango instead of avocado .",0
you were warned .,0
the customer service at pro ski was amazing .,1
"i love little local family dives , but this place was a miss .",0
the flavorless meat drowned in sauce is not acceptable for any real barbecue lover .,0
being stuck in terminal _num_ is an awful experience .,0
"first off , their customer service is outstanding !",1
i do recommend arriving to get your tour ticket early .,1
not the most welcoming feeling .,0
the brews are fresh and the selection is awesome .,1
the experience i had there was good .,1
still and incredible getaway and perfect view of the golf course .,1
also ... .,1
well when i went to pick it up i received exceptional service .,1
this is one of the best chinese restaurants you 'll find in this area .,1
the service is friendly and knowledgeable .,1
we always do take out here- we call in the same order .,1
he also does a great job at keeping you updated on your car !,1
that 's disgusting !,0
clean and big with an outstanding selection of stores .,1
they were honest and open with my dental treatment options .,1
as great as the food is the atmosphere is even better .,1
"friendly , pleasant staff .",1
"the location is very nice , very well maintained and clean .",1
i had a fantastic experience with these guys .,1
the tomato sauce is overly sweet and basically flavorless .,0
highly recommend !,1
did a super clean job .,1
this salon is great !,1
love starting my morning off here !,1
thanks !,1
obviously the _num_ star reviewers were not `` foodies '' !,0
amazing food !,1
we ordered pizza and wings for delivery and it showed up nice and hot !,1
great place to watch football on sunday .,1
"the food was very mediocre at best , really not worth checking out .",0
just stick with a margarita and queso .,0
take out is very convenient .,1
what a great little neighborhood bar !,1
chipotle is one of those places that you can go for consistently good food .,1
"too bad , really .",0
i 'll go back for lunch and definitely for brunch .,1
i also ordered thai tea that was delicious !,1
"oh , and the price was extremely reasonable as well .",1
our son recommended this place to us .,1
he did excellent work .,1
us airways track record with me is _num_ % .,0
the prices are decent and the boss is so nice !,1
ca n't wait to see sky harbor during high tourist season .,0
i would recommend this great clips to anyone !,1
"this second time around , however , was great !",1
the food was really good as well !,1
"as many people have noted , their salsa is weird .",0
( it 's supposed to be a warm salad ) .,0
she did n't want to give it to me .,0
the food ( even the side of veggies ) was sooo greasy and fatty .,0
i will never rent a car from this place again .,0
great hotel that would be excellent for family get away .,1
"this place was really nice , clean and welcoming .",1
and it was a good deal & good food .,1
my favorite is the meatball and the super duper .,1
staff is super friendly and the good vibes are always on point .,1
this place is absolutely awesome !,1
then the worst part .,0
"they charge for refills on soft drinks , too .",0
everyone was nice and it was busier than we thought .,1
literally worst hotel i 've ever stayed in .,0
texaz is a one of a kind phoenix gem .,1
definitely a fan of lulu 's .,1
family owned and operated for the last _num_ years .,1
loved my food and everything else .,1
he is very thorough with our dogs every time we bring them in .,1
so darn good .,1
"the staff is nice , too .",1
even the caesar salad was disappointing .,0
it seemed a little old and dry .,0
the fries were horrible .,0
i felt completely comfortable with her .,1
when i found the cockroach i immediately told a server about the situation .,0
service is always fabulous and the atmosphere rocks too .,1
they do n't have enough classes for the number of students they have .,0
waste of money .,0
i was disappointed that it was just white rice with bits of egg .,0
f & ( $ you .,0
farm to table eats that are tasty and well prepared .,1
my favorite are beef curry and ice green tea !,1
tangy tomato sauce and real mozzarella cheese and fresh veggies and meats .,1
it had a nice char taste .,1
"no , thanks .",0
i promptly cancelled my order and took my business elsewhere .,0
thank you splash pool services !,1
got our order wrong and told us we we 're wrong .,0
the donuts are even better than where we used to go !,1
this has to be the worst !,0
"i was surprised at the food , which was good .",1
i remember it being much better .,0
this whole foods is our favorite one in this area .,1
great place with amazing steak .,1
i high recommend it !,1
we agreed that it was the best filet we 've had .,1
i will never attend another at this awful venue .,0
the ticket prices are okay ; i can live with that .,0
this place is clean and the setup is comforting .,1
this is the only place where you will hate being mexican .,0
it 's faster to drive a little bit further out to get better service .,0
fair price .,1
the egg foo young was sooooooooo good !,1
"although the director was very apologetic , it just was n't enough .",0
"now , the service was both good and bad .",0
i 'm not kidding when i say it could have been an easy fix .,0
the coffee was just a little off .,0
"if you buy here , it might be a good deal .",0
took my wife to ruth chris 's steakhouse for our anniversary .,0
it was cooked perfectly .,1
love live music !,1
thank you !,1
"however , i go less frequently and probably will not return .",0
"see you guys again , soon !",1
bartenders and waitstaff are super nice .,1
lily really made my daughter feel special on her birthday .,1
it has a sweeter sauce ( which i love ! ),1
the staff was friendly and knowledgeable .,1
staff is friendly and pretty knowledgeable .,1
"anyways , definitely a great off-strip restaurant .",1
worst airport i have even been to .,0
"not fancy , but really , really good .",1
i loved the yoga class with my dog .,1
it 's your traditional diner perfected .,1
"i 've only gone here for breakfast , but it 's always been superb .",1
and i hear the chef getting mad pointing at me screaming about pico .,0
i would definitely recommend chic favors .,1
and it 's the best place to be for it .,1
mr. and mrs. young are incredible with all age groups .,1
"service _num_ stars , food _num_ stars , atmosphere _num_ stars .",0
this place is fantastic .,1
i love there food and drinks .,1
they have the best wings in town !,1
i highly recommend them .,1
"as for the quality , i was n't really happy with it .",0
"awesome place , food is fantastic .",1
it is sooo freaking good !,1
the menu items looked delicious ; it was hard to choose .,1
goes great with my food .,1
i 'd recommend this place any day to barbecue lovers .,1
"unfortunately , this restaurant deserves the ratings that it had .",0
they turned out to be my favorite part of the meal .,1
food was very good and fast .,1
great place .,1
probably my favorite breakfast spot in the city .,1
i was wrong !,0
i received great customer service .,1
the food is pretty good !,1
the prices are incredibly reasonable !,1
"got great service , and the food was good .",1
"while the staff members are not over-the-top friendly , they are incredibly knowledgeable .",1
one of our favorite restaurants !,1
wine pour was skimpy .,0
but it 's actually a pretty good sized place .,1
this place is n't even on par with denny 's or anything else .,0
no substitutions .,0
a mess just a mess i will never come here again in my life .,0
foods are fresh and delicious and is brought out to you quick .,1
they did a great job !,1
great value for the price !,1
fail .,0
"service was very fast and best of all , prices are affordable .",1
the staff are not happy .,0
nice place to go on a date .,1
are they low on cheese ?,0
this might be the worst service i have ever witnessed .,0
the waitresses are usually always attentive and helpful .,1
great service and good prices .,1
gyro and hummus were delicious !,1
it 's a harley store ... they are all uniquely the same .,1
the really take time to explain all procedures to you .,1
awesome place for kids !,1
my kids had the beef gyros sandwiches and they were happy too .,1
"very disappointed with the service , hostess and managers .",0
highly recommend !,1
an excellent price for some good food never hurts .,1
"oh and less than stellar fries , with a cup of cole slaw .",0
she was counting change and turned to look at the clock on the wall .,0
i 'm in heaven .,1
we ordered a pizza and a few apps which were so good .,1
diet cherry limeade !,1
halo halo was perfect !,1
it 's truly a family favorite .,1
the ambiance was very nice as well .,1
i do n't understand how anyone can say this pizza is good .,0
so gross .,0
was worth every penny to satisfy our little one on our vacation .,1
best .,1
their iced tea is really great too .,1
fast service and good food for the money .,1
like staying at a days inn or similar .,0
but i really loved the mushroom toast ) and some wine .,1
"great breakfast , nice service and a good cup of coffee .",1
ambience is pretty much absent here .,1
amazing !,1
lots of fun stuff .,1
the rest of the organization is unorganized and not very welcoming .,0
it is the definition of the art .,1
food was okay ; nothing special .,0
"seriously , if i had the choice to stay somewhere else , i would .",0
customer service sucks !,0
he just looked like a big jerk .,0
`` take up one idea .,1
the food is almost always good .,1
maybe my expectations are too high since i 'm from chicago ( ?,0
the hair was simply blow dried .,0
are you kidding me with this place ... : ) i love it .,1
"the food came , it looked incredible and it smelled even better .",1
no bedside manner .,0
thanks pizza mia .,1
super happy workers .,1
"i ordered the bone in fillet , they brought me a ribeye .",0
great crew !,1
i recommend it .,1
they are absolutely beautiful !,1
highly recommend the crawfish scampi appetizer and blackened or fried catfish .,1
this location really gives bagel places a bad name .,0
so good !,1
this is a place everyone in my family likes .,1
this store has a wide selection of stylish yet comfortable shoes .,1
there was a delay even after that point .,0
good news - gallagher 's on union hills is back !,1
not sure what all the hype is about .,0
great service and great food .,1
"a rude , angry bitter old man .",0
what makes this ridiculous is the place is so small and never busy .,0
"this is a perfect sized music venue , in my opinion .",1
"if i could give this zero stars , i would .",0
"if you 're looking to play darts , do n't waste your time .",0
it 's the worst mexican food i 've ever had in my life .,0
good price and fresh .,1
they also carry wise potato chips another east coast staple !,1
its a great place to take your pets _num_ days a week !,1
great price .,1
"it was tasteless , and the fruit center was nothing more than filler .",0
"paradise lost , one might say .",0
"other than that , what a great place to go !",1
very good experience .,1
i was really satisfied with the service and their commitment to quality and caring !,1
first and hopefully only time i will never tip a person .,0
never checked to see how our food was .,0
it 's so hard to find a good donut these days .,1
the price is very reasonable given the quality of the food .,1
they know what they are doing here and they are doing it good .,1
"nothing gourmet here , greasy fried food .",0
the waiter alex is the best at what he does .,1
we know we can get better chips elsewhere .,0
i asked the server and she said groupon was ok .,0
the pupusas are the best in las vegas .,1
love the fresh salsa bar and the toppings they offer .,1
may well be the best falafel in town .,1
they are located in a questionable part of town .,0
i will have to keep looking for a reliable small engine mechanic .,0
"burgers are good , and enjoyable with a beer .",1
probably wo n't go back .,0
"everything else was good though , and i will return in the future !",1
"what a disappointment , especially for the biggest holiday of the year !",0
staff was friendly !,1
the food was incredible !,1
this is a must on our visits to the burgh .,1
$ _num_ for a small bowl of noodles .,0
this seat yourself places serves traditional bar food with great prices and good service .,1
love the ahi tuna appetizer and their sushi rolls are pretty yummy .,1
what a competent individual .,1
"in december , would have given them _num_ stars for happy hour .",0
the service is the best to !,1
it 's a good and healthy lunch stop .,1
they certainly do not warrant their work nor take responsibility for their actions .,0
i will not be back !,0
it 's really the service at this location that is n't good .,0
"good food , inexpensive and quick !",1
this is definitely one of my favorite restaurants back home .,1
very over priced for generic mexican food .,0
everyone is always friendly and the food usually comes out fast .,1
the food at the bar and music entertainment was good with an intimate feel .,1
really expected some unique delicious food and were disappointed .,0
dont waste your time .,0
no flavor .,0
the food was great and service was fast .,1
great food and even better service .,1
the food is very good and so is the service .,1
i will not go back !,0
"this is a genuine family , locals restaurant .",1
take out is great as well .,1
customer service leaves much to be desired .,0
"they are great guys , kind and genuine .",1
"the chicken was tough and chewy , must have been left overs from yesterday .",0
loved the food and the margaritas !,1
i never dreamed my ring would look so great !,1
the office is very clean and nice also .,1
but to be rude over and over again is just unacceptable .,0
it 's pricey ... but worth every penny .,1
accidentally found this casino and loved it !,1
our drinks were a tad watered down but our service was excellent .,1
really crappy service .,0
my family always get take out .,1
i highly recommend the jumbo shrimp and the cole slaw !,1
i enjoy the potato pancakes !,1
the bar staff was n't concerned with us and were n't friendly at all .,0
),1
my sister 's nails also turned out very weird .,0
it really is a pittsburgh gem .,1
had an absolute riot !,1
best deep dish pizza around .,1
the food is delicious .,1
excellent ... .,1
burgers are adequate - nothing special .,0
i am very pissed off and annoyed at this company .,0
each omelette is made with four eggs !,1
wo n't come back .,0
the sourdough here is awesome .,1
not to mention some of the things i ordered never showed up .,0
loved the pool area .,1
the steak fries were hot and perfectly seasoned .,1
i also thought the employees were very friendly and welcoming .,1
"this time , however , was not the same .",0
service is almost always outstanding .,1
husband and i went there for breakfast on a sunday morning .,0
also great location .,1
then she suggested i leave a voicemail for brenda the head of housekeeping .,0
the staff is friendly and genuinely seem to love their jobs .,1
was beyond condescending and arrogant .,0
i really wanted to like this place but it just was n't good .,0
"who am i kidding , i can take it or leave it .",0
"this is a well managed , clean restaurant .",1
kind of a disappointment .,0
very pleased with this lunch !,1
we stopped in on a whim and we will definitely be back .,1
that is one heck of a tasty muffin .,1
and a asshole .,0
"she looks like a completely different , but equally cute dog !",1
i was told she can not do it .,0
the staff was friendly and the hotel was nice throughout .,1
"you 'll love the prices , atmosphere , and staff .",1
it 's also very reasonably priced .,1
there 's always good music playing .,1
erika is amazing - helpful knowledgeable and very nice .,1
the hours clearly say they open at nine .,0
it was awful .,0
very educational both inside and out .,1
picked them up this morning and was thrilled at the condition !,1
truly the worst customer experience ever .,0
but i ordered the bourbon chicken and shrimp .,0
this place is better than food city .,1
my son at the veggie tacos and also loved them .,1
"i also love the sizzling rice soup , outstanding !",1
just found this place .,1
i am so happy that it 's in our neighborhood .,1
but not even double checking is just lazy and terrible customer service .,0
we paid $ _num_ for new doors and had them installed as well .,0
the melting pot is great for a girls get together and anything in between .,1
the slaw was reasonably good and cold .,0
a bit loud but still was able to speak clearly .,1
what a great place to eat !,1
i 'm really disappointed .,0
"on top of that , how can you not love the view !",1
lazy piece of shit .,0
i would recommend it to anyone .,1
now they have a winter slide that 's super fun .,1
a _num_ star it is .,1
we were treated horribly after our first trip .,0
this place had a great vibe .,1
sue is my go to gal .,0
_num_ .,0
i love the tea in the big mason jars .,1
this is a must eat while in vegas .,1
not good kinda left feeling sick .,0
looked good as we ran thru it .,1
great customer service !,1
very nice experience .,1
but even that fell a little short of my expectations .,0
they have really good deals running throughout the week too .,1
just left this outback after our very first visit .,0
i was so happy !,1
mike and cindy are always polite and kind .,1
everyone at the hospital was understanding and easily helped me through the process .,1
probably worst car rental experience ever .,0
the only thing i liked was their ranch sauce .,0
fantastic customer service !,1
"try christmas and halloween , as these are the best .",1
good size place that can accommodate a larger party .,1
they just gave us a $ _num_ estimate for crap we do n't need .,0
happy customer .,1
"amazingly good , creative sandwiches and friendly , casual service .",1
"really , you do n't get much for what you pay for at panera .",0
santa and his staff were very professional and gentle with my baby .,1
the housekeeping staff was up early and they were loud .,0
you ca n't sleep at night because the traffic outside is so loud .,0
_num_ minutes for a server to come to the table .,0
both drivers were very friendly and professional .,1
this is a huge pet peeve for me .,0
our waiter was nice and very professional .,1
my son 's absolutely favorite place .,1
the bar was far from empty .,0
service was poor .,0
there is no excuse for this .,0
i 'll definitely be going back .,1
but honestly that 's part of why i love it .,1
her diet pepsi was flat .,0
do not rent here or even apply .,0
love the cash back on the american express business credit card !,1
i am very surprised to see such extreme reviews at this best buy .,1
i 've been here for about 2-3 years and maintenance has been going down .,0
this place is pretty good !,1
it 's a good time .,1
"i ate my chicken , even though i ordered spicy they gave me mild .",0
very disappointing that people can not even manage a calendar .,0
my grandmother loved it .,1
the lady on the phone said it was not an issue .,0
the general tso 's was really good here also !,1
would recommend them to any sushi lover in the valley !,1
sing high 's pork fried rice is the best i have ever had .,1
i rented the car through priceline .,0
they are very professional and their labor rate is reasonable .,1
very efficient and friendly .,1
my boyfriend really liked it .,1
what i got was _num_ sandwiches no cheese and all of them had lettuce .,0
"the lunch special rolls are small , but tasty .",1
"the onion rings were dried out and had no flavor , also from frozen .",0
i got the pathetic haircut ever .,0
i was still polite as she handed me back my id .,0
good .,1
no coffee ready ?,0
service was friendly and efficient .,1
fun fun fun !,1
we love this place !,1
service is excellent !,1
can you say everything you need and more !,1
the pizza was hot and fresh and was good .,1
stopped in for lunch which is a great time to get the specials .,1
he was standing at the bar watching a baseball game .,0
absolutely the worst burger king i have ever been to .,0
Neutral,1
definitely hitting this place again before going back to seattle !,1
great store for the gear geek in all of us .,1
undoubtedly an excellent spot for hanging out with friends or studying alone .,1
this would actually be a quote which is not what we were looking for .,0
there were others on my plane that were not going to be so lucky .,0
the best in las vegas .,1
great little local joint for breakfast .,1
highly recommend this location for all your audio needs !,1
"my in laws , from new mexico , love this place .",1
"after seeing it on food network , i was excited to try it out .",0
this place knows what they are doing !,1
would definitely recommend this hospital .,1
great office staff also !,1
that i was unhappy with the service .,0
what a sad experience for a _num_ star hotel .,0
"check in was super fast , lots of agents .",1
"the shack look is authentic hawaiian style , which was really fun !",1
the corn sat there the whole time we ate our meal .,0
everyone was very nice and all staff were trying to move the line along .,1
in addition the staff is friendly and acknowledge that you are a repeat customer .,1
"when it was finally my turn , i asked if there were any upgrades .",0
at atmosphere was warm and welcoming .,1
first of all you have to leave your purse at the counter .,0
both were perfect .,1
"is annoying , but not the end of the world .",0
comfortable and clean .,1
the pics looked beautiful .,1
"denise , your form letter does not fit the situation .",0
best decision ever !,1
very good service .,1
"fast , great service .",1
this negative review is for apple the company not necessarily this store .,0
the staff was very friendly and accommodating .,1
the entire hotel was very clean and organized .,1
the food was flavorless and the vegetables were limp .,0
i ate the rice around the chicken and tossed it .,0
worst experience ordering pizza .,0
find another mexican food restaurant in the area if you 're really craving .,0
this is a place that requires much better management and service .,0
was very rushed and not even enjoyable .,0
german auto said i needed to replace my battery .,0
they agree after they eat here !,1
the whole place was empty .,0
"the new leasing manager , christina davis , is a true and caring professional .",1
as many other reviews have stated every door was locked and no interactive displays .,0
horrible !,0
they were also super friendly and made sure i had everything i needed .,1
great prices and very easy to buy from .,1
the pros here are top notch .,1
so i recommend you go and enjoy !,1
the gnocchi is also amazing .,1
but i recently heard that the kitchen workers wear no gloves when handling food !,0
came out on time and did a great job .,1
color me impressed !,1
they were very friendly while booking my appointment and when i arrived .,1
"the olds , just meant more talking during the movie .",0
ca n't imagine such a person could do the job and not getting fired !,0
love it !,1
i do n't make it to lo-lo 's enough but the food is delicious .,1
"but overall , great place , great pizza , awesome on delivery too !",1
service was fast and the food was good .,1
"everything was fast , fresh , tasty , and most importantly , correct .",1
hell no .,0
this is the 2nd time visiting and 2nd time being disappointed .,0
"fine , no big deal .",0
"but beyond being `` off '' , they were just poorly cooked .",0
really great burgers and the best onion rings !,1
we had a wonderful dinner and hope to return soon !,1
everything was perfect .,1
their mac & cheese is also delicious !,1
watching people leave after standing in line so long .,0
she makes fun of me for thinking it tastes good .,1
it might have been nice and clean but the service was severely lacking .,0
Negative,0
"then , the steering wheel had grease on it .",0
not that the stage shows are anything to get excited about .,0
their service is great and did an awesome job installing our gate !,1
great gym !,1
such a classy place with consistent quality over time .,1
they offer very low cost services and take excellent care of our fur babies .,1
great experience overall .,1
the money issue is what made me upset .,0
authentic food at great prices .,1
highly recommend !,1
we both loved our steaks .,1
"if you do n't , they are still absolutely worth the drive .",1
the waitress was pleasant and efficient .,1
megan was great - very friendly and did a good job on his hair .,1
there are cab companies in phoenix that you can rely on .,0
everyone is friendly .,1
the waiter never did refill my water glass .,0
"there 's patio seating in nice weather , and an intimate dining room otherwise .",1
great specialty sandwiches and salads in downtown gilbert .,1
"called and checked in , i was told i had the table .",0
i love that they offer so many services .,1
i will definitely be back !,1
i 'm a fan .,1
this is the worst store and the worst service in the world .,0
"waffles are yummy , chicken is juicy , service is on point .",1
cleaning crew starts vacuuming at _num_ making any kind of sleep in impossible .,0
deep dish always hits the spot .,1
delicious food .,1
oh and your food comes out piping hot !,1
love this place .,1
the crust was tasteless and soggy like wet cardboard .,0
"would definitely come back , great service and location !",1
"( for me , not the hotel staff . )",0
and they ran out of napkins at lunch time .,0
we will definitely be back !,1
staff here is amazing .,1
i go and get my massages from becky and she is fantastic !,1
truly a wonderful piece of pittsburgh 's past .,1
the seafood pancake had only a couple of tiny shrimps in it .,0
this rink just did n't blow my mind .,0
more of their shoddy work .,0
nice counter people but terrible kitchen workers .,0
the woman who answered the phone was also extremely rude to me as well .,0
"all and all , it was pretty good .",1
we do not recommend this place for pizza .,0
good hotel !,1
service is excellent .,1
cooked to perfection .,1
how lame you ca n't do substitutions on omelets .,0
i called to report this but lost my receipt .,0
they may only have two people but they are good and very personable .,1
the worst experience ever !,0
really liked the friendly atmosphere .,1
all were outstanding .,1
"the pizzas are great , but their salads are my favorite .",1
however they used this as a reason not to go through with our loan .,0
everything from appetizer to desert has been amazing .,1
wondering when the common areas in dobson place will be maintained .,0
"crap , crap , crap .",0
sauce is amazing and they are not skimpy on the toppings at all !,1
love this theater .,1
there also is always a line and all the registers are never open .,1
needless to say they lost two customers today .,0
he will give you advice on what you should n't do .,1
took two bites and threw it in the trash .,0
new thai favorite in phoenix .,1
but the food was not good at all .,0
the pizza slices they give you are gigantic and true ny style .,1
"delicious , quick , and really a hidden gem .",1
the food is top-notch and the steaks are cooked to perfection .,1
best time ever .,1
kudos to her for a great job .,1
"they all turn to look , but no one actually greets you .",0
the food was amazing .,1
"both the soup and sandwich were absolutely fantastic , i will be back !",1
nice to have another local establishment .,1
glad i did n't order the porterhouse pork chop .,0
who 's stupid enough to fall for that ?,0
should i start with the horrid customer service from teenagers who do n't care ?,0
i have never experienced such an unfriendly staff & the store is a mess .,0
workers were very friendly and helpful to me .,1
waiting for a $ _num_ cab ride to another worst western motel .,0
drab drab drab .,0
"also , what kind of a market does n't have bread you can buy ?",0
i ordered the spicy korean beef and it was oh so good .,1
mediocre food .,0
highly recommend !,1
i ate here this morning for brunch with my husband .,0
"do not , do not , do not waste your time at this bar .",0
we came back not _num_ minutes later and waited another _num_ minutes .,0
this place sucks .,0
the menu 's were old and dirty and very crusty .,0
the leather is torn and ripped on the chairs .,0
this is a very good mexican restaurant that caters to old and young alike .,1
all the doctors and nurses are happy and kind .,1
the best carrot cakes and red velvet cupcakes .,1
service is quick and portions are huge !,1
the staff is friendly .,1
the flavor was good and enjoyable .,1
i was disgusted and walked out with my two daughters .,0
i 've always loved this bar and have gone since it opened .,1
i 'm always pleased with the specials .,1
i see why it has such positive reviews .,1
this is one of the few very nice restaurants on campus !,1
happy hour is a great deal too !,1
"meh , i 've had better .",0
mussels were fantastic .,1
